Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,GDP per capita (international-$)
Colombia,COL,"Feb 27, 2020",,2017,13254.9492184779
Colombia,COL,"Feb 28, 2020",,2017,13254.9492184779
Colombia,COL,"Feb 29, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 1, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 2, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 3, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 4, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 5, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 6, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 7, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 8, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 9, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 10, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 11, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 12, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 13, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 14, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 15, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 16, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 17, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 18, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 19, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 20, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 21, 2020",,2017,13254.9492184779
Colombia,COL,"Mar 22, 2020",0.02,2017,13254.9492184779
Colombia,COL,"Mar 23, 2020",0.039,2017,13254.9492184779
Colombia,COL,"Mar 24, 2020",0.059,2017,13254.9492184779
Colombia,COL,"Mar 25, 2020",0.059,2017,13254.9492184779
Colombia,COL,"Mar 26, 2020",0.079,2017,13254.9492184779
Colombia,COL,"Mar 27, 2020",0.118,2017,13254.9492184779
Colombia,COL,"Mar 28, 2020",0.118,2017,13254.9492184779
Colombia,COL,"Mar 29, 2020",0.118,2017,13254.9492184779
Colombia,COL,"Mar 30, 2020",0.197,2017,13254.9492184779
Colombia,COL,"Mar 31, 2020",0.275,2017,13254.9492184779
Colombia,COL,"Apr 1, 2020",0.314,2017,13254.9492184779
Colombia,COL,"Apr 2, 2020",0.334,2017,13254.9492184779
Colombia,COL,"Apr 3, 2020",0.373,2017,13254.9492184779
Colombia,COL,"Apr 4, 2020",0.491,2017,13254.9492184779
Colombia,COL,"Apr 5, 2020",0.629,2017,13254.9492184779
Colombia,COL,"Apr 6, 2020",0.688,2017,13254.9492184779
Colombia,COL,"Apr 7, 2020",0.904,2017,13254.9492184779
Colombia,COL,"Apr 8, 2020",0.983,2017,13254.9492184779
Colombia,COL,"Apr 9, 2020",1.081,2017,13254.9492184779
Colombia,COL,"Apr 10, 2020",1.356,2017,13254.9492184779
Colombia,COL,"Apr 11, 2020",1.572,2017,13254.9492184779
Colombia,COL,"Apr 12, 2020",1.965,2017,13254.9492184779
Colombia,COL,"Apr 13, 2020",2.142,2017,13254.9492184779
Colombia,COL,"Apr 14, 2020",2.201,2017,13254.9492184779
Colombia,COL,"Apr 15, 2020",2.496,2017,13254.9492184779
Colombia,COL,"Apr 16, 2020",2.575,2017,13254.9492184779
Colombia,COL,"Apr 17, 2020",2.83,2017,13254.9492184779
Colombia,COL,"Apr 18, 2020",3.007,2017,13254.9492184779
Colombia,COL,"Apr 19, 2020",3.262,2017,13254.9492184779
Colombia,COL,"Apr 20, 2020",3.518,2017,13254.9492184779
Colombia,COL,"Apr 21, 2020",3.714,2017,13254.9492184779
Colombia,COL,"Apr 22, 2020",3.852,2017,13254.9492184779
Colombia,COL,"Apr 23, 2020",4.049,2017,13254.9492184779
Colombia,COL,"Apr 24, 2020",4.225,2017,13254.9492184779
Colombia,COL,"Apr 25, 2020",4.422,2017,13254.9492184779
Colombia,COL,"Apr 26, 2020",4.579,2017,13254.9492184779
Colombia,COL,"Apr 27, 2020",4.776,2017,13254.9492184779
Colombia,COL,"Apr 28, 2020",4.972,2017,13254.9492184779
Colombia,COL,"Apr 29, 2020",5.287,2017,13254.9492184779
Colombia,COL,"Apr 30, 2020",5.464,2017,13254.9492184779
Colombia,COL,"May 1, 2020",5.758,2017,13254.9492184779
Colombia,COL,"May 2, 2020",6.171,2017,13254.9492184779
Colombia,COL,"May 3, 2020",6.368,2017,13254.9492184779
Colombia,COL,"May 4, 2020",6.682,2017,13254.9492184779
Colombia,COL,"May 5, 2020",7.036,2017,13254.9492184779
Colombia,COL,"May 6, 2020",7.429,2017,13254.9492184779
Colombia,COL,"May 7, 2020",7.802,2017,13254.9492184779
Comoros,COM,"Dec 31, 2019",,2017,1413.890036328
Comoros,COM,"Jan 1, 2020",,2017,1413.890036328
Comoros,COM,"Jan 2, 2020",,2017,1413.890036328
Comoros,COM,"Jan 3, 2020",,2017,1413.890036328
Comoros,COM,"Jan 4, 2020",,2017,1413.890036328
Comoros,COM,"Jan 5, 2020",,2017,1413.890036328
Comoros,COM,"Jan 6, 2020",,2017,1413.890036328
Comoros,COM,"Jan 7, 2020",,2017,1413.890036328
Comoros,COM,"Jan 8, 2020",,2017,1413.890036328
Comoros,COM,"Jan 9, 2020",,2017,1413.890036328
Comoros,COM,"Jan 10, 2020",,2017,1413.890036328
Comoros,COM,"Jan 11, 2020",,2017,1413.890036328
Comoros,COM,"Jan 12, 2020",,2017,1413.890036328
Comoros,COM,"Jan 13, 2020",,2017,1413.890036328
Comoros,COM,"Jan 14, 2020",,2017,1413.890036328
Comoros,COM,"Jan 15, 2020",,2017,1413.890036328
Comoros,COM,"Jan 16, 2020",,2017,1413.890036328
Comoros,COM,"Jan 17, 2020",,2017,1413.890036328
Comoros,COM,"Jan 18, 2020",,2017,1413.890036328
Comoros,COM,"Jan 19, 2020",,2017,1413.890036328
Comoros,COM,"Jan 20, 2020",,2017,1413.890036328
Comoros,COM,"Jan 21, 2020",,2017,1413.890036328
Comoros,COM,"Jan 22, 2020",,2017,1413.890036328
Comoros,COM,"Jan 23, 2020",,2017,1413.890036328
Comoros,COM,"Jan 24, 2020",,2017,1413.890036328
Comoros,COM,"Jan 25, 2020",,2017,1413.890036328
Comoros,COM,"Jan 26, 2020",,2017,1413.890036328
Comoros,COM,"Jan 27, 2020",,2017,1413.890036328
Comoros,COM,"Jan 28, 2020",,2017,1413.890036328
Comoros,COM,"Jan 29, 2020",,2017,1413.890036328
Comoros,COM,"Jan 30, 2020",,2017,1413.890036328
Comoros,COM,"Jan 31, 2020",,2017,1413.890036328
Comoros,COM,"Feb 1, 2020",,2017,1413.890036328
Comoros,COM,"Feb 2, 2020",,2017,1413.890036328
Comoros,COM,"Feb 3, 2020",,2017,1413.890036328
Comoros,COM,"Feb 4, 2020",,2017,1413.890036328
Comoros,COM,"Feb 5, 2020",,2017,1413.890036328
Comoros,COM,"Feb 6, 2020",,2017,1413.890036328
Comoros,COM,"Feb 7, 2020",,2017,1413.890036328
Comoros,COM,"Feb 8, 2020",,2017,1413.890036328
Comoros,COM,"Feb 9, 2020",,2017,1413.890036328
Comoros,COM,"Feb 10, 2020",,2017,1413.890036328
Comoros,COM,"Feb 11, 2020",,2017,1413.890036328
Comoros,COM,"Feb 12, 2020",,2017,1413.890036328
Comoros,COM,"Feb 13, 2020",,2017,1413.890036328
Comoros,COM,"Feb 14, 2020",,2017,1413.890036328
Comoros,COM,"Feb 15, 2020",,2017,1413.890036328
Comoros,COM,"Feb 16, 2020",,2017,1413.890036328
Comoros,COM,"Feb 17, 2020",,2017,1413.890036328
Comoros,COM,"Feb 18, 2020",,2017,1413.890036328
Comoros,COM,"Feb 19, 2020",,2017,1413.890036328
Comoros,COM,"Feb 20, 2020",,2017,1413.890036328
Comoros,COM,"Feb 21, 2020",,2017,1413.890036328
Comoros,COM,"Feb 22, 2020",,2017,1413.890036328
Comoros,COM,"Feb 23, 2020",,2017,1413.890036328
Comoros,COM,"Feb 24, 2020",,2017,1413.890036328
Comoros,COM,"Feb 25, 2020",,2017,1413.890036328
Comoros,COM,"Feb 26, 2020",,2017,1413.890036328
Comoros,COM,"Feb 27, 2020",,2017,1413.890036328
Comoros,COM,"Feb 28, 2020",,2017,1413.890036328
Comoros,COM,"Feb 29, 2020",,2017,1413.890036328
Comoros,COM,"Mar 1, 2020",,2017,1413.890036328
Comoros,COM,"Mar 2, 2020",,2017,1413.890036328
Comoros,COM,"Mar 3, 2020",,2017,1413.890036328
Comoros,COM,"Mar 4, 2020",,2017,1413.890036328
Comoros,COM,"Mar 5, 2020",,2017,1413.890036328
Comoros,COM,"Mar 6, 2020",,2017,1413.890036328
Comoros,COM,"Mar 7, 2020",,2017,1413.890036328
Comoros,COM,"Mar 8, 2020",,2017,1413.890036328
Comoros,COM,"Mar 9, 2020",,2017,1413.890036328
Comoros,COM,"Mar 10, 2020",,2017,1413.890036328
Comoros,COM,"Mar 11, 2020",,2017,1413.890036328
Comoros,COM,"Mar 12, 2020",,2017,1413.890036328
Comoros,COM,"Mar 13, 2020",,2017,1413.890036328
Comoros,COM,"Mar 14, 2020",,2017,1413.890036328
Comoros,COM,"Mar 15, 2020",,2017,1413.890036328
Comoros,COM,"Mar 16, 2020",,2017,1413.890036328
Comoros,COM,"Mar 17, 2020",,2017,1413.890036328
Comoros,COM,"Mar 18, 2020",,2017,1413.890036328
Comoros,COM,"Mar 19, 2020",,2017,1413.890036328
Comoros,COM,"Mar 20, 2020",,2017,1413.890036328
Comoros,COM,"Mar 21, 2020",,2017,1413.890036328
Comoros,COM,"Mar 22, 2020",,2017,1413.890036328
Comoros,COM,"Mar 23, 2020",,2017,1413.890036328
Comoros,COM,"Mar 24, 2020",,2017,1413.890036328
Comoros,COM,"Mar 25, 2020",,2017,1413.890036328
Comoros,COM,"Mar 26, 2020",,2017,1413.890036328
Comoros,COM,"Mar 27, 2020",,2017,1413.890036328
Comoros,COM,"Mar 28, 2020",,2017,1413.890036328
Comoros,COM,"Mar 29, 2020",,2017,1413.890036328
Comoros,COM,"Mar 30, 2020",,2017,1413.890036328
Comoros,COM,"Mar 31, 2020",,2017,1413.890036328
Comoros,COM,"Apr 1, 2020",,2017,1413.890036328
Comoros,COM,"Apr 2, 2020",,2017,1413.890036328
Comoros,COM,"Apr 3, 2020",,2017,1413.890036328
Comoros,COM,"Apr 4, 2020",,2017,1413.890036328
Comoros,COM,"Apr 5, 2020",,2017,1413.890036328
Comoros,COM,"Apr 6, 2020",,2017,1413.890036328
Comoros,COM,"Apr 7, 2020",,2017,1413.890036328
Comoros,COM,"Apr 8, 2020",,2017,1413.890036328
Comoros,COM,"Apr 9, 2020",,2017,1413.890036328
Comoros,COM,"Apr 10, 2020",,2017,1413.890036328
Comoros,COM,"Apr 11, 2020",,2017,1413.890036328
Comoros,COM,"Apr 12, 2020",,2017,1413.890036328
Comoros,COM,"Apr 13, 2020",,2017,1413.890036328
Comoros,COM,"Apr 14, 2020",,2017,1413.890036328
Comoros,COM,"Apr 15, 2020",,2017,1413.890036328
Comoros,COM,"Apr 16, 2020",,2017,1413.890036328
Comoros,COM,"Apr 17, 2020",,2017,1413.890036328
Comoros,COM,"Apr 18, 2020",,2017,1413.890036328
Comoros,COM,"Apr 19, 2020",,2017,1413.890036328
Comoros,COM,"Apr 20, 2020",,2017,1413.890036328
Comoros,COM,"Apr 21, 2020",,2017,1413.890036328
Comoros,COM,"Apr 22, 2020",,2017,1413.890036328
Comoros,COM,"Apr 23, 2020",,2017,1413.890036328
Comoros,COM,"Apr 24, 2020",,2017,1413.890036328
Comoros,COM,"Apr 25, 2020",,2017,1413.890036328
Comoros,COM,"Apr 26, 2020",,2017,1413.890036328
Comoros,COM,"Apr 27, 2020",,2017,1413.890036328
Comoros,COM,"Apr 28, 2020",,2017,1413.890036328
Comoros,COM,"Apr 29, 2020",,2017,1413.890036328
Comoros,COM,"Apr 30, 2020",,2017,1413.890036328
Comoros,COM,"May 1, 2020",,2017,1413.890036328
Comoros,COM,"May 2, 2020",,2017,1413.890036328
Comoros,COM,"May 3, 2020",,2017,1413.890036328
Comoros,COM,"May 4, 2020",,2017,1413.890036328
Comoros,COM,"May 5, 2020",1.15,2017,1413.890036328
Comoros,COM,"May 6, 2020",1.15,2017,1413.890036328
Comoros,COM,"May 7, 2020",1.15,2017,1413.890036328
Congo,COG,"Dec 31, 2019",,2017,4881.40574395234
Congo,COG,"Jan 1, 2020",,2017,4881.40574395234
Congo,COG,"Jan 2, 2020",,2017,4881.40574395234
Congo,COG,"Jan 3, 2020",,2017,4881.40574395234
Congo,COG,"Jan 4, 2020",,2017,4881.40574395234
Congo,COG,"Jan 5, 2020",,2017,4881.40574395234
Congo,COG,"Jan 6, 2020",,2017,4881.40574395234
Congo,COG,"Jan 7, 2020",,2017,4881.40574395234
Congo,COG,"Jan 8, 2020",,2017,4881.40574395234
Congo,COG,"Jan 9, 2020",,2017,4881.40574395234
Congo,COG,"Jan 10, 2020",,2017,4881.40574395234
Congo,COG,"Jan 11, 2020",,2017,4881.40574395234
Congo,COG,"Jan 12, 2020",,2017,4881.40574395234
Congo,COG,"Jan 13, 2020",,2017,4881.40574395234
Congo,COG,"Jan 14, 2020",,2017,4881.40574395234
Congo,COG,"Jan 15, 2020",,2017,4881.40574395234
Congo,COG,"Jan 16, 2020",,2017,4881.40574395234
Congo,COG,"Jan 17, 2020",,2017,4881.40574395234
Congo,COG,"Jan 18, 2020",,2017,4881.40574395234
Congo,COG,"Jan 19, 2020",,2017,4881.40574395234
Congo,COG,"Jan 20, 2020",,2017,4881.40574395234
Congo,COG,"Jan 21, 2020",,2017,4881.40574395234
Congo,COG,"Jan 22, 2020",,2017,4881.40574395234
Congo,COG,"Jan 23, 2020",,2017,4881.40574395234
Congo,COG,"Jan 24, 2020",,2017,4881.40574395234
Congo,COG,"Jan 25, 2020",,2017,4881.40574395234
Congo,COG,"Jan 26, 2020",,2017,4881.40574395234
Congo,COG,"Jan 27, 2020",,2017,4881.40574395234
Congo,COG,"Jan 28, 2020",,2017,4881.40574395234
Congo,COG,"Jan 29, 2020",,2017,4881.40574395234
Congo,COG,"Jan 30, 2020",,2017,4881.40574395234
Congo,COG,"Jan 31, 2020",,2017,4881.40574395234
Congo,COG,"Feb 1, 2020",,2017,4881.40574395234
Congo,COG,"Feb 2, 2020",,2017,4881.40574395234
Congo,COG,"Feb 3, 2020",,2017,4881.40574395234
Congo,COG,"Feb 4, 2020",,2017,4881.40574395234
Congo,COG,"Feb 5, 2020",,2017,4881.40574395234
Congo,COG,"Feb 6, 2020",,2017,4881.40574395234
Congo,COG,"Feb 7, 2020",,2017,4881.40574395234
Congo,COG,"Feb 8, 2020",,2017,4881.40574395234
Congo,COG,"Feb 9, 2020",,2017,4881.40574395234
Congo,COG,"Feb 10, 2020",,2017,4881.40574395234
Congo,COG,"Feb 11, 2020",,2017,4881.40574395234
Congo,COG,"Feb 12, 2020",,2017,4881.40574395234
Congo,COG,"Feb 13, 2020",,2017,4881.40574395234
Congo,COG,"Feb 14, 2020",,2017,4881.40574395234
Congo,COG,"Feb 15, 2020",,2017,4881.40574395234
Congo,COG,"Feb 16, 2020",,2017,4881.40574395234
Congo,COG,"Feb 17, 2020",,2017,4881.40574395234
Congo,COG,"Feb 18, 2020",,2017,4881.40574395234
Congo,COG,"Feb 19, 2020",,2017,4881.40574395234
Congo,COG,"Feb 20, 2020",,2017,4881.40574395234
Congo,COG,"Feb 21, 2020",,2017,4881.40574395234
Congo,COG,"Feb 22, 2020",,2017,4881.40574395234
Congo,COG,"Feb 23, 2020",,2017,4881.40574395234
Congo,COG,"Feb 24, 2020",,2017,4881.40574395234
Congo,COG,"Feb 25, 2020",,2017,4881.40574395234
Congo,COG,"Feb 26, 2020",,2017,4881.40574395234
Congo,COG,"Feb 27, 2020",,2017,4881.40574395234
Congo,COG,"Feb 28, 2020",,2017,4881.40574395234
Congo,COG,"Feb 29, 2020",,2017,4881.40574395234
Congo,COG,"Mar 1, 2020",,2017,4881.40574395234
Congo,COG,"Mar 2, 2020",,2017,4881.40574395234
Congo,COG,"Mar 3, 2020",,2017,4881.40574395234
Congo,COG,"Mar 4, 2020",,2017,4881.40574395234
Congo,COG,"Mar 5, 2020",,2017,4881.40574395234
Congo,COG,"Mar 6, 2020",,2017,4881.40574395234
Congo,COG,"Mar 7, 2020",,2017,4881.40574395234
Congo,COG,"Mar 8, 2020",,2017,4881.40574395234
Congo,COG,"Mar 9, 2020",,2017,4881.40574395234
Congo,COG,"Mar 10, 2020",,2017,4881.40574395234
Congo,COG,"Mar 11, 2020",,2017,4881.40574395234
Congo,COG,"Mar 12, 2020",,2017,4881.40574395234
Congo,COG,"Mar 13, 2020",,2017,4881.40574395234
Congo,COG,"Mar 14, 2020",,2017,4881.40574395234
Congo,COG,"Mar 15, 2020",,2017,4881.40574395234
Congo,COG,"Mar 16, 2020",,2017,4881.40574395234
Congo,COG,"Mar 17, 2020",,2017,4881.40574395234
Congo,COG,"Mar 18, 2020",,2017,4881.40574395234
Congo,COG,"Mar 19, 2020",,2017,4881.40574395234
Congo,COG,"Mar 20, 2020",,2017,4881.40574395234
Congo,COG,"Mar 21, 2020",,2017,4881.40574395234
Congo,COG,"Mar 22, 2020",,2017,4881.40574395234
Congo,COG,"Mar 23, 2020",,2017,4881.40574395234
Congo,COG,"Mar 24, 2020",,2017,4881.40574395234
Congo,COG,"Mar 25, 2020",,2017,4881.40574395234
Congo,COG,"Mar 26, 2020",,2017,4881.40574395234
Congo,COG,"Mar 27, 2020",,2017,4881.40574395234
Congo,COG,"Mar 28, 2020",,2017,4881.40574395234
Congo,COG,"Mar 29, 2020",,2017,4881.40574395234
Congo,COG,"Mar 30, 2020",,2017,4881.40574395234
Congo,COG,"Mar 31, 2020",,2017,4881.40574395234
Congo,COG,"Apr 1, 2020",0.362,2017,4881.40574395234
Congo,COG,"Apr 2, 2020",0.362,2017,4881.40574395234
Congo,COG,"Apr 3, 2020",0.544,2017,4881.40574395234
Congo,COG,"Apr 4, 2020",0.544,2017,4881.40574395234
Congo,COG,"Apr 5, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 6, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 7, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 8, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 9, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 10, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 11, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 12, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 13, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 14, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 15, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 16, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 17, 2020",0.906,2017,4881.40574395234
Congo,COG,"Apr 18, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 19, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 20, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 21, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 22, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 23, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 24, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 25, 2020",1.087,2017,4881.40574395234
Congo,COG,"Apr 26, 2020",1.45,2017,4881.40574395234
Congo,COG,"Apr 27, 2020",1.45,2017,4881.40574395234
Congo,COG,"Apr 28, 2020",1.45,2017,4881.40574395234
Congo,COG,"Apr 29, 2020",1.45,2017,4881.40574395234
Congo,COG,"Apr 30, 2020",1.631,2017,4881.40574395234
Congo,COG,"May 1, 2020",1.631,2017,4881.40574395234
Congo,COG,"May 2, 2020",1.812,2017,4881.40574395234
Congo,COG,"May 3, 2020",1.812,2017,4881.40574395234
Congo,COG,"May 4, 2020",1.812,2017,4881.40574395234
Congo,COG,"May 5, 2020",1.812,2017,4881.40574395234
Congo,COG,"May 6, 2020",1.812,2017,4881.40574395234
Congo,COG,"May 7, 2020",1.812,2017,4881.40574395234
Costa Rica,CRI,"Dec 31, 2019",,2017,15524.9945630542
Costa Rica,CRI,"Jan 1, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 2, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 3, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 4, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 5, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 6, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 7, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 8, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 9, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 10, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 11, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 12, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 13, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 14, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 15, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 16, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 17, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 18, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 19, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 20, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 21, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 22, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 23, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 24, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 25, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 26, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 27, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 28, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 29, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 30, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Jan 31, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 1, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 2, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 3, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 4, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 5, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 6, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 7, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 8, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 9, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 10, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 11, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 12, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 13, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 14, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 15, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 16, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 17, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 18, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 19, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 20, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 21, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 22, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 23, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 24, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 25, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 26, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 27, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 28, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Feb 29, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 1, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 2, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 3, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 4, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 5, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 6, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 7, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 8, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 9, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 10, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 11, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 12, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 13, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 14, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 15, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 16, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 17, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 18, 2020",,2017,15524.9945630542
Costa Rica,CRI,"Mar 19, 2020",0.196,2017,15524.9945630542
Costa Rica,CRI,"Mar 20, 2020",0.196,2017,15524.9945630542
Costa Rica,CRI,"Mar 21, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 22, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 23, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 24, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 25, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 26, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 27, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 28, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 29, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 30, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Mar 31, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 1, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 2, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 3, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 4, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 5, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 6, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 7, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 8, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 9, 2020",0.393,2017,15524.9945630542
Costa Rica,CRI,"Apr 10, 2020",0.589,2017,15524.9945630542
Costa Rica,CRI,"Apr 11, 2020",0.589,2017,15524.9945630542
Costa Rica,CRI,"Apr 12, 2020",0.589,2017,15524.9945630542
Costa Rica,CRI,"Apr 13, 2020",0.589,2017,15524.9945630542
Costa Rica,CRI,"Apr 14, 2020",0.589,2017,15524.9945630542
Costa Rica,CRI,"Apr 15, 2020",0.589,2017,15524.9945630542
Costa Rica,CRI,"Apr 16, 2020",0.785,2017,15524.9945630542
